id,full_ocr,n_lines,n_words,mean_conf,latency_s,error
229842,"MAG-inGAt KA SA...
KULAM",2,4,0.8479,1.094,
229847,"REGAL SHOCKER
THE MOVIE",2,4,0.9991,0.545,
229862,PANDAY,1,1,0.9805,1.33,
229866,"DIANA
NICHOLAS
INES
BEATRIZ
SOREL
NEY
SKORPIO
LAZY
CURSE OF THE
VAMPYR
DIRECTED BY JOSE M. ELORRIETA",11,17,0.999,1.44,
230008,"PARASITIC
He reads. it feeds.
OFF THE PAGE
fruturties
JOSH ALLETTO JASON CULVER JAMES LOWER 'PARASITIC'
DAN VERSON AND CASEY LOCK more - THOMAS PRICILONE AND DEREK PORTER
-
Supervision ERIK WIDMARK "" MAGGIE RITCHIE Gragnic "" AIREEN ARELLAND
LOTTER - C.J. ARELLAND C.J. ARELLAND 5 JOSH ALLETTO",9,48,0.794,1.486,
230210,"EBS
FL
T
S",4,4,0.507,1.135,
230256,"Ida Verina
Diana Rafar Adlin Aman Ramlie
susuk
Jangan sampai makan diri
S
SEBUAR LAGE FILEM TERBITAN GRAND BULLIANCE
PICTURES
- pays CA ADUN KNAN CANNET ALEXA use
vit
OCCUR
some
ANL
THRAN
cod
HADES
-
DI PAWAGAM 7 OGOS 2008
www.susukmovie.com
gb",19,43,0.5895,1.606,
230430,MARNEGRO,1,1,0.9047,1.725,
230573,"3
PAUL
n°
R**1
500
1
XFMAO
K KOY DHNE SHS.
# 5 # 1 #14E 4 & M I
*************************
NT#",11,16,0.2328,1.314,
230576,--,1,1,0.7478,1.134,
230653,CLOPS,1,1,0.7098,1.669,
230656,MIGER,1,1,0.2782,2.265,
230686,"KERASUK
HO",2,2,0.6013,2.51,
230691,"JULIA
PEREZ
WASITA FILM PRESENTS
PERAWAN SEBERANG
- CHRSKA DOPPERT
29 AGUSTUS 2013
Di BIOSKOP SELURUH INDONESIA
WASTA PERMAN SEBERANG JUL PEREZ GUNTOR THINGA DIA BATU MANSYA EN CHAND
ALPHARIES
SHEEMA",10,30,0.7222,1.713,
230714,WHEN I WAS ALIVE,1,4,0.9907,0.954,
230722,Steel Cold Winter,1,3,0.8645,0.821,
230925,"An OUTTAKE TEAM Session
MBIE
:
OUTFARE FILM ENTERTAINMENT named - OUTTAKE TEAM PRODUCTION
RICENSE DORALK MEMBER ACEXANDER COLORATED FREGEN SCHISE
MASSO COLUMBIA - CHARSTONE SINIST
COMMANITY
- - THE OUTERME ITAM - -
- DONALD - HOCRAL DOWNLIK - net OUTFORE TLAIR
МЕТИХ M MaΓ
- -",11,48,0.4486,1.705,
231300,"COMMING SOON 24 MEI 2012
paymiun
NEL
DUE. amail -
and 0.00 an -------------------------
name ***** nvw anna.
KAKEK CANGKUL
may UNVISON HYWIZ one
TRIN -
EDEIN INTEIL DIVOSIN VANHY nav THEN
lav1 TYDONINER
UNITAVIS NINEN",12,36,0.4201,2.108,
231430,"THE TRICK
I
THE TREAT",3,5,0.9392,1.576,
231482,"VISCERAL
BETWEEN
THEROPES
OF
MADNESS",5,5,0.9903,0.985,
231528,"Ein Film GUIDO und TÖLKE ULAS KILIC
KOCH
Kamera
CYRENIUS
Maske ELISABETH KESTE
Kostüm JEANNETTE KRUSE,
MAREINE MART DIRK TROUE
Set Ass STEFAN BOLDT
Design Buch, Regie & Schnitt
GUIDO TOLKE
Eine D EFCON23 Produktion © 2006
jefcon-film.com
www.23produktion.de
STATE
Er zicht-die-Fäden, und-du hängst-dran,
britspotting
= defcon",17,46,0.8463,2.681,
231683,"ared Brattfilm
Ye
CANDY A JARED BRATT
starring RYAN LESL E FISI REY PENNER
FAMER
music by ANDH EW
AGANIN prioch ROB BROWNE
production many
ARED BRAT key makeup SARA FRATIA
director of photon
VINCIENT
PUN associate GOLD
written produced AND
106Γ JARED DI BRATT
STRE AMER
STRE AMPR
STRE ANIER
STRE AMER
STRE AMER
SVRA ARIZE
STUDE ARMER
STREAMER",22,59,0.705,2.272,
231707,"Pregnancy
A Cyanide and Happiness Short",2,6,0.9985,1.244,
231833,"I
MONCIÓN:
ESPECIAL
( NEURS 0 ARGENT
MAY
countries
2012
2012
2012
SITGES 02012
Espool Dine
- Festival
XXXI
-
macaeria
made
INSPIRADO EN BECAUS BEALES
INSPIRED BY ACTUAL EVENTS
CONFIAR ES EL MAL CAMINO TRUSTING IS THE EVIL WAY
SANDRA CERVERA RAMÓN BARRA PABLO CASTAÑÓN
LA CRUZ
BIRIGIBO POR ALBERTO EVANGELIO
(THE CROSS)
Beniwood",24,55,0.727,1.185,
232526,"**** CARD R&S RHAB
**** ABRA
C
FRUE EGR - BSKF - AVER
- BRACK GIRER KR.0 "" -
Y114
AUTOR AE- any
**** nome
...",9,26,0.378,2.936,
232612,INSIDE,1,1,0.6093,1.082,
232856,"ABIS STUDIO $I MITRA FILM PREZINTÀ
TUDOR AARON
MAIA
IOANA ANASTASIA
ANASTASIA
IOANA
OVIDIU
ISTODOR
MORGENSTERN
ANTON
DUMITRESCU
SANDU
GHINITÀ
DOMNIŞOARA
CHRISTINA
UN FILM DE ALEXANDRU MAFTEI DUPÀ O NUVELÀ DE MIRCEA ELIADE
cu Tudor Aaron Istodor, loana Anastasia Anton, Anastasia Dumitrescu, Maia Morgenstern, Ovidiu Ghinită, loana Sandu, loan Andrei onescu
scenariul Alexandru Maftei, Raluca Durbaca după nuvela omonima de Mircea Eliade © Editions de L'Herne 1978, scenografie Vali Ighigheanu, Oana Marinescu,
costume Maria Miu, machiaj Nastasia Mateiu, coafura Cristina Temelie, montaj Theodora Penciu, supervizor efecte vizuale Adriana lonică,
sound design Tudor Petre, muzica Jon Wygens, mixajul Mihai Orășanu, imaginea Radu Aldea, regia Alexandru Maftei, director de productie Ovidiu Stoia,
co-producator Mihai Orasanu.producător delegat luliana Tarnovetchi, producător executiv Costin Rantes, producator Gabi Antal.
O productie Abis Studio $i Mitra Film realizata cu sprijinul Centrului Naţional al Cinematografiei, BV McCann Erickson, Omnicom, Initiative Media,
Mediaedge:Cia, Ogilvy SI Mindshare Media, al Societații Române de Televizune, cu participarea HBO România.",23,157,0.9253,1.929,
233200,"ml 7:10 12 ti
1
/ FORRESSA
**** .
-
----
-------
---
****
I",10,15,0.4287,0.944,
233202,"TH
Л
E
--------------
H
TAR",6,6,0.4118,1.818,
233222,ABORTION,1,1,0.9991,1.199,
233359,"--
I
111
A
1
K K",6,7,0.5126,2.655,
233523,"HELP ME
I AM
DEAD",3,5,0.9565,1.651,
233842,"7 g 141/7
2
12",3,4,0.2971,1.556,
234088,,0,0,,1.591,
234663,"TOM
JERRY andzing
THE DEITCH COLLECTION
REMASTEREP
THEATRICAL SHORTS
SWITCHIN'",6,10,0.8634,2.173,
234941,- KE -,1,3,0.3279,1.441,
235247,"E
BLOODBOUND
FSK
an
18
MA",6,6,0.661,1.833,
235373,"OLIVIA
JUAN SEBASTIAN
CELESTE
EMILIO
TYKOCKI
ALVAREZ WINDEY
SUBATIN
MARTIN
el BosQue
Bosque De
SOMETIDOS
% was
a CODE a NEW E DE I THE a GOODS
in - a HOW EME are ENLO and CHESE 3808
NOT E = INC are as FICILI I 1. YORK an
- - 1 WAT
-
E
RIN
ONE]
-
YOU
and
RCN
- as THIS and BUT
PAF!
#
| I",28,68,0.5011,1.636,
235374,,0,0,,1.084,
235497,"NERVO CRANIANO ZERO
-
above
Con
Laufos",5,7,0.535,1.687,
235788,"SUZI-ANNE
CANDY-SUE
BIANCA GERMANY
RATED
KultDVD
HARDCORE-FASSUNG",6,7,0.9203,1.638,
235796,"K
DR. JERK
HIDE",3,4,0.7421,0.617,
235853,"0
ODMYY -
-
COMMISSIONER ENTENTARE 1
-
- or -
MAS ESURES
was
-
,
Isabel
***3ugu yash 3618 ***
nwo) weet spring",13,23,0.4374,0.828,
236129,"lavin
massed Tee na for
Inadua # as artu
issued - as male the as be laus and ry am to: a about B and instruct - -
- at Bru - on - are as - not funish
- n - - phin brin - - non - TO a
-
-
WALLER Golden -",9,56,0.4682,1.718,
236775,"przedstawia
film MARIUSZA PUJSZO
152
Legend a
KURKA WOONA PRODUCTIONS STUDIO P9 PRZEDSTAWIAJA FILM LEGENDA'
WYSTEPAIA MICHAE ANIOL ANDRZEI EJMAN AGATA DRATWA ROKSANA KRZEMINSKA JOANNA LISZOWSKA MAGDALENA MODRA AGNIESZKA KAWIORSKA SYLWIA KACZMAREK
CO PRODUCENCI ADD SUM UNIGREG PIOTR WOJCIK JACEK OSSOWSKI MAZYNA PIOTR SALABER GRZEGORZ DARON MONTAL KRZYSZTOF SZPETMANSKI PSM EUKASZ BUZUK SCENOGRARA ANNA KOWARSKA ZDEGA ANDRZEI GLACEL
EQUIPATIVA TOMON",8,59,0.7912,2.51,
236808,"- PVR a
AGS . AGS
FAME grád &
-
denage MR contact
studio green
RICONL
C.V. KUMAR
PRODUCTION
TCS
YOUTH
RBINESH ELANGOVAN
RECEISE
ТЫТ 60)611
C
O
PIZZA-II
Sush Sus SIGNITUS enstrume",18,33,0.5041,0.996,
237015,LAST GASP,1,2,0.9875,1.349,
237394,"AFILM BY KOYA PAGAYO
KUNTUTANAK
THE PEREZ
JOANNA ALEXANDRA",4,9,0.7879,1.282,
237407,"RAPI FILM presents
FERO WALANDOUW AZIZ GAGAP ROZIE MAHALLY KEIRA SHABIRA LEYLAREY LESESNE
OCONG
NGESOT
a film by NAYATO
ketika-poong
tak lagi loncat;
MAHALIT
CHANA GADREE
KEIRASHABIRA
SOMUS
SHALL TM
SUBAGIOS",13,29,0.7082,0.993,
237449,,0,0,,1.946,
237781,"BARAO OLAVO,
O HORRIVEL",2,4,0.8704,1.411,
238085,"ANTUN
DUUUU -
unhuman
was
12
Cum",6,7,0.5095,1.47,
238087,"18
ПГЕЛО
www.pnu 15 LT
vs
Jou
=
WINNING WORKING
mountald
nsião
Jou
Wa",11,14,0.3385,1.558,
238092,"mean
J",2,2,0.4653,2.237,
238101,"MM CREATIONS PRESENTS
IN ASSOCIATION WITH CAM ENTERTAINMENT
A SAGAR M.M PRODUCTION
CYNTHIARA ALONA
TEGUH JULIANTO
18 Februag biothpo 010
I
A PETRUSKA KARANGAN FILM
RAPED BY SAITAN
(DIPERKOSA SETAN)
MASTUR ANGGUN NIA ELFRIDA MANIK DAFFY FAIZAL
GUEST APPEARANCE WINDA AMANTA
MM CREATIONS PRESEN 11 ASSOCIATION WITH CAM ENTERTAINMENT
RAPED B1 SAITAN (DIPERKOSA SETAN)
CASTING BY MMD PECIAL EFFECT MAKE-UP HANS PEREZ
Ast DIRECTOR ROJALI SOUND RECORDIST TUMPAL SIAGIAN
FROM EDITOR MULYD HANDOYO 0.00 I ROYKE PAKASI WRITTEN "" CHERRYL SAMANTHA
Co-Parsocia J.M.M EXECUTIVE PRODUCER TEGUH JULIANTO
PRODUCTS BY SAGAR M.M DIRECTED BY PETRUSKA KARANGAN
www MMCREATIONSFILMS.COM
com",21,98,0.7948,2.623,
238205,ED,1,1,0.436,0.911,
238374,"PRESENTADA POR
Manuel fature
JOE RIGOLI KC JOSELE ROMAN
EL POBRECITO
DRACULin
NO MOLESTIN
PER FAVOR
COLOR
0
director realizador JUAN FORTUNY vita producción de PRODUCCIONES MEZQUINEZ""",10,27,0.7098,1.041,
238647,"TT
.
i
OF
021 -
OBSTETRI 11:1
CI",7,9,0.4347,1.448,
238718,"aViolencia EXPLODE natola!
MAS
SUA
ELE
VINGANÇA
JUROU
ERA
MATAR
QUASE
UM
IMPOSSIVEL
POR
UM !!!
HORAS FATAIS
CABEÇAS TROCADAS
FRANCISCO CONDUCATI- JOSE MORCA MARINSAZE ROAZ-LICAN
BENRAQUE GUEDES-FARM MATHIAS-CL ERY CONNO-INGELICS BELMINT-JOSE LOPES-QUBERTO KARLINSKI-WEREDE BRAVO
OSHALDO CIRILD-BENTINHO-CELME
direção
FRANCISCO
CONDUCORD
fotografia
- PRODUCAO
-
00 DOLL
PLATE& FILMES
CKOOS FEMES",27,49,0.6523,1.74,
239201,"m
THE
INVISIBLE MAN
S.THE HUMAN FLY",4,7,0.8428,0.596,
239211,"FERNANDO
451
BIRRI
ORG
61
arsenal
institute for form and I.V.",7,11,0.7991,1.62,
239427,"Our service is to scare. With real ghost if you dare.
Group set-up for specified jobs
Worldwide collection of ghosts
just tell us
and we'll deliver
GHOST DELIVERY
11
DVD",8,28,0.9021,1.806,
239434,ADORATION,1,1,0.9983,0.615,
239458,"of OF
I",2,3,0.3265,1.641,
240157,CBRIB mo,1,2,0.3036,1.363,
240585,"Ca
SEAL
""
PRODUCCIONES MIER Y BROOKS
PRESENTAN A
ARTURO CORDOVA
LETICIA PALMA
CARMEN MONTEJO
EN LA PALMO DE TU MANO
CON RAMON GAY C. GUERRERO DE LUNA
DIRECCION DE ROBERTO GAVALDON SPOTA
renay
ARGUMENTO DE LUIS
3
5
DISTRIBUIDA POR MIER Y BROOKS $ A",16,43,0.8273,0.767,
240860,"Zelnik of 2
Kawataki
Jerry
SELECTIVE
OF
0
11 / my OF the -
Jerry Nowak E
MICHAEL asior, Gradyna STATE Jersy / MR
OF
SENS
FILM SENSACYJNY
Medium JACKA KOPROWICZA
zdjecia: WIT PABAL : JERZY ZIELINSKI. muzyks: KAZESIMIA DEBSKI
PRODUCTAL ... TOR 1965",15,44,0.4719,2.292,
240992,"SANTOCONTRA
LOS ZOMBIES",2,3,0.9451,1.328,
241041,"HUNTING
REALURE
Oo
CineMaterial.com",4,4,0.6748,0.947,
241174,"NISHI
RAJKUMAR KOHLIS
JAANI
DUSHMAN
TO
- RAJKUMAR KOHLI AXMIKANTPYARELAL
utloft",7,11,0.5837,0.864,
241202,"THE
SECOND
SIGHT",3,3,0.9996,0.779,
241396,"""Medusa is the counterpart of the life womb;
she is the womb of death""
VIDEO
With
ELENI FILINI
THANOS AMORGINOS
VANA RAMBOTA
usa
A film by
GEORGE LAZOPOULOS",10,28,0.9531,1.187,
241528,"DIRECTOR'S CUT
S
RANC
INFINITE",4,5,0.8758,2.077,
241842,"HEIL FIVE!
DEAD SNOW 2
RED VS DEAD",3,8,0.9646,1.232,
241863,"AS THE GODS WILL
AS",2,5,0.7673,2.787,
242011,"SANTOCONTRA
EX DEPORTADOR",2,2,0.4608,0.919,
242361,"FILMING BEGINS
PLAN A
STUDIOS
AMEEN
PRESENTS
DIRECTED II
SAM ANTON
YOURAJ",8,12,0.8627,1.059,
242441,"VIKRAM BHATT presents
HORROR
STORY
AINA
Produced
ASA PRODUCTION a ENTERPRISES PVE LTD.",6,12,0.851,0.786,
242493,saignantes,1,1,0.9977,1.313,
242549,BURGER,1,1,0.7141,1.127,
242584,"NE boj se, prestravi se!
SIN SINDROM IT
ZARAZA SE SIRI!
REVISION FEATURES $ TANGRAM ENTERTAINMENT PREDSTAVLJAJU
FILM DEJANA ZECEVICA ""T.T. SINDROM""
NIKOLA DJURICKO SONJA DAMNJANOVIC NEBOJSA GLOGOVAC BANE VIDAKOVIC
FEDJA STOJANOVIC JUSINA KLARK BORIS KOMNENIC DUSICA EGARAC DZEMAIL MAKSUT RADMILA TOMOVIC
MIDDRAG 1. VICKOVK, MARKO 1. VICKING SLOBODAN STEVANOVIC JELENA nap. MARABLIC RINA LAUDIE
DANIED DUOK
WELFO DESPONSIONIC
ANDRE] AON
BROJAN MITROVIC
VIADAN DERADOVE
rust TODOROVIE
revision
features
PREDRAG MILOJEVIC
MILLIN PECA NROUK
DEJAN RECEIVE
tangram
VVANS
-
gledanje ovog filma je stetno po zdravlje",23,86,0.6913,1.991,
243570,"WRITENES UCIAND ONETT THE NCOLAS ONETT
ШМ OWN AMOUNT mm 10311 LL3V0 INFOM
301600 ELEND TVTTY) ast
an .DOM M DWIS. NEM SMITH and
si
AURORA
YES NO BOSSON
PUERTORICO
MORBIDO
GÉRARDMER
MAR DEL PLATA
SITGES it 2013
-
WINNER
WINNER
NOUND NONE
****
I
countries
associat
AND
ORGANIZION
- access
WINNER
WINNER
(
WINNER
CTAY
MASTHUM
m эчь // noft
SLEEP
DEEP",32,63,0.5014,1.406,
243770,"4
Б5ЮЗ, 77706
HOLD
E EEAL",4,6,0.3487,1.971,
243771,"H
EH
1 !
!
ED WEAT
-",6,8,0.3951,1.024,
243772,"+++ #
5411 KESSE 6
I HL UJ
i
.",5,10,0.4593,1.713,
243773,"NO
6
WE
VIDEO
DVD",5,5,0.6239,2.03,
243776,"3
1 It
A
THE HERE
continuely
-
of
I
3
or
E
-
happense
If
YOU WERE JUST TTENSOB
BEFORE YOUKILLED NOW STHENT
GATY
BRD",18,23,0.4001,0.98,
243837,"H
E
HOTEL",3,3,0.5803,1.488,
243996,"OME DIE
WITH M ME",2,4,0.9434,0.76,
243997,"2013.09.06
N THE
as N-A an 08:25 as
SEEN was as att and no NO 1.48 are
EMA an 1.00 SEN FIR 1418 BERA an
MRA GST an and are REN SAN wears as PM REV E-WE-HINK name am
wass M....",7,41,0.4027,1.878,
243998,"Eline
Tormod
Magne
Per-Ingvar
AASHEIM
LIEN
STEINSVOLL
TOMREN
Baymond
Claim
Thomas
TADE
TALBERG SOYSET ARNTSEN TORJUUL UTGARD HUBARAK * HULSKER
DOVING
LIEN
PER-INGVAR TOMREN
MAGNE STEINSVOLL
O'HELLIGE JUL!
I",19,29,0.847,1.895,
244009,INVOCATION,1,1,0.9996,1.03,
244067,"HANTU
RANGKONG
THE SKELETON GHOST",3,5,0.9898,0.925,
244206,"-------------------------
MANAGERS
USA
E TXT
State",5,6,0.1736,1.17,
244216,"ULAR
5 DISEMBER 2013
UNITED
18
:
LPf/C/PI-1/SYK6287/082615/2013/LULUS",6,8,0.7601,0.742,
244311,"ladidos
VIVE
Found on CineMaterial.com
AC",4,6,0.6509,1.367,
244844,"O'NU UZAK ARDA ARAMA!
Seals
A
SACCE
SEYTAN-I RACIM
tiglen
AKINDA SINEMALARDA",7,10,0.5164,1.275,
245097,"Did
Mayakarin
RusdiRamli
Rosyander
give MC back
my life...
A tilm B4 SHOULAIRE BABA
S
DONTIANAK
harum sundal malam
II
Idancino
Kavitaskthu
Azizartta Haiza
-
JUGRA
()",17,27,0.5656,0.894,
245492,Can,1,1,0.2058,0.691,
245529,,0,0,,0.854,
245987,,0,0,,1.407,
245992,"-
X4H 4VEI ПП",2,4,0.2669,1.153,
246072,"K
POCONG",2,2,0.7379,0.664,
246196,DC ND,1,2,0.2718,0.817,
246352,"DVD 9
5F
ORIGINAL
Nabila Syakie
Ashraf Sinciai
Kinaryosi
introduci
Sakinah Dav
THE REAL
Zoomlilovie.com
A FILM BY HANNY R. SAPUTRA",11,21,0.8273,1.179,
246409,"BABY
to",2,2,0.6312,1.986,
246417,"EYGENIE TOFIT
Dama, yHep Дед Mopo3!
Father. Frost Is Prad",3,10,0.7065,1.606,
246943,"HOUSE
TERRORS",2,2,0.9696,1.332,
247674,"inj 5-71
K
ADA
IDOLS
K
SEAL
EL P ie
@
and",9,12,0.2795,1.202,
248506,"and
KMM",2,2,0.1943,1.013,
249187,"*************************
M IZUCHI
BALLON.
STOXUAR
-
www.sinuchi-ssorie.com
|",7,8,0.3566,0.745,
249222,<<<<<<<<<<<<<<<<<<<<<<<<<,1,1,0.0913,0.773,
249231,"$
**",2,2,0.2797,2.117,
249235,"?
Agr
nin -
Jo
DO
-
1 I I I 1 1 \ I I
-
-",9,18,0.4628,1.406,
249245,""" Piz anim""
rusing ""Winna"" !!
anna annau путотй,
DUNS NAUNAR, ВИЗ UDR
und gnnu. in AN Bajon
Two Heads A Body
The VIRIONS
APS
DVD
VIDEO
COMEDY
mcumialung
149
van",14,30,0.5501,1.622,
249248,"asou All nou nou #
discuss dingo agen yes lulow 35am now voulu Idomas struku ano grow READ your
Blood
entlose
lisen
-
Organ
-
Recch
MUZIC
WERRIORS
BUT
corporris
20",14,31,0.3649,1.667,
249254,"- X R SV
%II%
XXXX HE X XX
X AL XXX
R you RRR
IL
SK
HOLO
ANN
**** #",10,21,0.2997,1.559,
249281,"Card & Pengarah
angen Parisang Selake
Sebreah Flieve Seram Ahmad Idham
CONGKAK
""Dia didak personal
kyseorangan...
""Sty's never alone...""
******
AMARAN.
PERTAIN
appr
-
-
RESIDENCE
as
WASSING
and
as
FILM
NAME
MAKLI
your
DE
I
man
-
au
BREADE
AND
I
a
Di.Pawagam 17 April 2008
MIG",33,48,0.4111,1.826,
249344,"1 I *
n to
J
1
B
10
a
If
.
:
F
4
>
2
/
III
.
R
.
/
10
e
of ACR Roa NOA
*** RRO RI AMPLICAT",24,33,0.5474,1.113,
249345,WHAT,1,1,0.2578,0.713,
249418,"CRY OF THE
BEWITCHED
STATE
CC
DOMINO FILMS, S. A.
Canciones
presenta a
NINON SEVILLA
RAMON
ROSA ELENA
GAY y DURGEL
LASEMANCOLOR
en",13,23,0.7782,1.292,
249469,3,1,1,0.1707,1.5,
249491,"FA
THE DEVIL'S STAIRWAY",2,4,0.736,0.782,
249527,"Ineina-ing
un
now
inDiTwoy
ЦИЗӀЛА""
- спояте FRM - -",6,10,0.292,1.539,
249534,"-in-law.com
a Kuso.or
B
D
CCCURATURE
W
-
I
-
-
1001
Γ
Mee
14 nun nntsomwauas
Mtime",15,18,0.3855,2.082,
249537,"C
FULLMOON DEVIL",2,3,0.6547,2.613,
249599,"THE BOX
INTANON PICTURES PRESENTS A SRIWANNA PRODUCTIONS ""THE BOX""
STARRING NIROOT SIRIJANYA NAPAKUL RATTANAKORN NAMNGEON BOONNAG
CINEMATOGRAPHY BY BOONLERD TOPRATEEP ORIGINAL MUSIC BY KEVIN MACLEOD FILM EDITING BY CHALART SRIWANNA
EXECUTIVE PRODUCER CHARIN SRIWANNA ASSOCIATION PRODUCER DAVID FISHER PRODUCED BY AE BARTLEY
DIRECTED & WRITTEN BY CHALART. SRIWANNA",6,49,0.9782,1.774,
250172,"CERULIA
ON CORTOMETRA DE /A SHORTFILM BY
SOFIA CARRILLO
INSTITUTO WERCAND a CREMATOGRAFIA PRESENTA PRESENT CERULIA / CEROLIA
us CORTINETRAJE IE SHORT FLR BY SOFIA CARRILLO REPARTO CAST BASA BRACHD
FOTOGRAFA CIREMATOGRAPHY PAOLA CHALRAND DRECTOR DE AMACON DIRECTOR SOFTA CARRILLO
SE
DIGERO DE CONDO SOUND DESCR ton ACOSTA MJ0CA CRIGINAL ORGINAL SCORE FESWAY
VENDE
EDICON EDGIN URI EXPIROSA CUETO DIDEÑO X PRODUCCON PRODUCTION DECON LOU PERESANDI
DIRECCON DE ARTE ART DIRECTOR SOFIA CARRILLO PRODUCCION EDITION EXECUTIVE PRODUCER PACLA CHAIRAND
GUOS DRIGGO POR SCREENPLAY AND DIRECTED n SOFIA CARRILLO
IMCINE
NAHUYACA
FILMS
DE ATOGRAFTA",16,91,0.6375,2.359,
250185,"MALAM
Full Moon",2,3,0.8892,1.142,
250443,"BL wree CU
N
CANSIO
S",4,6,0.4057,1.129,
250447,,0,0,,0.757,
250453,THE HOTEL ПОТЕ:,1,3,0.6385,1.37,
250508,"LADY DRACULA
como DRACULA
влоя STEPHEN Bo3
V
SON
QUE ELLA
VIVPO ***
TODA",8,14,0.852,2.562,
250525,"CAPITAL
MORTOS
VISITEX FILMES PRESIS ""A CAPITAL as MORTOS'
LIND PABLE PERKOTO LABRA MOREIRA GUSTAVE SERRATE YAN BLIER JEAN CARLS LIBIA vom ANGELICA - EVANGELIST
JULIANA GREGORATED ALICE STAMATO YANA BIREM GEORGE MARE BANA CARNEIRO LUCAS PIMENTA BAN MARTINS LOS MACHAN
INSURED or BAGS BELOTTI PRODUCER - 192 MARTINS FERNANDA QUARTE IREMS BARRETO BAFAEL
- - NONE aso RID - MIKAEL BISSON HAGE RIGHT
V
- NERMES SARRETO an CLAUSIC DELAMARE MERMES BARRETO",9,72,0.5411,2.206,
250589,"DOLL
FROM
HELL
Deep
the dark
woods lay
in old
puppet master
he us
very
angry",11,16,0.926,1.278,
250629,"Ca
VISITORS FRO",2,2,0.3421,1.769,
250638,om Nepal,1,2,0.9319,2.22,
250739,"in 14
mummu
olnonoo
the legend
of snake
E HJ P H
DVL
LIDE o",8,15,0.5162,1.805,
250747,"M
foullen
Las",3,3,0.113,2.113,
250786,"DVD
VISID
WIDESCREEN
пдйозац
оїзна ANDU
wanquoi 405835504",6,8,0.4986,1.647,
250839,"LILIA Del VALLE
RAMON GAY en
BRUJA
A",4,8,0.8757,3.062,
250858,"GORGONAS
UION Y DIRECCION
salvador
БИПА",4,6,0.7378,2.737,
250866,"añsã nongnuuri
n unansanu
Sininu
& v
V
WOSHUNT
259
unn",8,11,0.5241,1.053,
250883,&,1,1,0.1701,2.371,
250884,"Panwarin Srisawat Jintana Aromyen Suraswadee Mahiran
ORIGINAL
DVD
RM
19.90
N6534781
Black
Dead spirit still haunts long Just for take the revenge gone",8,23,0.9171,1.335,
250930,"nouvelun glún
[i]]
in Inno
Ca
TAXI TONIGHT 2
TAXI
TONIG
2
Θ
HN 3300
ацшой anawwaann
nam цвйат
yoan JUUS=1A5g
TWUS
number aswind ""mintinos I' fusansain ams usen isn 08aun this and
insam and / RSTUWNOS that / you цойат / the nen fannu with answa fam
any mill usen sauth to qunsnitw usen aauth ПО Jans
insavins unfor WOWST: wiriu nsvano
www.rightbeyond.com
RIGHT
usun ISII Graud inno 111/1 DIMSUJAS nuws:stun 3 nsvinw 10120
USTOND
RIGHT BEYOND LTD. 111/1 NAVASORN BUILDING RAMA 3 RD. BANGKOLEAM BANGKOK 10120 THAILAND
0-2689-2999 da 1095 (anasw) 0-2689-1095 Fax 0-2689-2444 0-2689-2999 a 1025, 1331. 0-2689-1060 Fax 0-2689-1059",24,103,0.5908,2.808,
250933,,0,0,,2.263,
250991,"2008
- I - . was - (CR a 19
I name 10 . - - will
a AS I I I I 1 I I",4,26,0.4751,1.949,
251046,"PAUL NASCHY - AGATA LYS - MARIA JOSE CANTUDO
a film by Jacinto Molina
FRE ICHMAN'S GARDEN
""Without a doubt,
It's the best film
of my entire career""
Read Weecky",7,30,0.8716,1.972,
251270,"ZOMBIE
FICATION",2,2,0.9725,1.638,
251282,"a film/by
PHIL TIPPETT",2,4,0.9959,2.485,
251337,"ITINERANTEFILMES apresenta
C
X
MAINE
SABRINA GREVE
GILDA NOMACCE
MAJECA ANGELUCE
O DUPLO
DOPPELGANGER
escrito 8 dirigido por JULIANA ROJAS
HILLIA DE ALENCARGE MARIZA RINQUEIRA
LOBADIAS
as
CHISTINA
anx
- MANORI YOUR DANEL RUTNA
elearter LE one MAY MI
-
once
gav
DO-CAROTE
FLORA - . JUCKS -
DUANTAPOST",23,47,0.4973,2.683,
251735,"as 10692
407
Jun
<<<22
Make Me
SHUDDER
HAUNTING CINEMAS SOON
REGSC
If SEMOVIES
PHRANAKORN",10,15,0.5729,1.457,
252235,"AISHAH ILIAS
JOHAN ASARI
DIPAWAGAM
12.12.13
PAKU
DILHAMKAN
are
BILA CUSTA
MENJADI SERAM
JENNY
FOR
AM
DOLBY
UK",14,18,0.6898,1.635,
252531,"DEMIAN RUGNA & FABIAN FORTE
PRESENTAN
DITOS",3,7,0.939,1.865,
252596,"BUTTGEREIT KOSAKOWSKI MARSCHALL
German Angst
THREE GERMAN TALES OF LOVE, SEX AND DEATH IN BERLIN",3,15,0.9846,1.789,
252739,"SCHOLASTIC
Storybook Treasures
The #1 Award-Winning Children's DVD Series A Read-Along DVD
TEENY-TINY
and the Witch-Woman
and more spooky Halloween stories
5 STORIES
WITH NARRATION BY
Maria Conchita
Alonso
...and others",11,31,0.9573,2.258,
