id,text_x,text_top,text_w,text_h,ocr,score
816952,0.0823,0.7221,0.888,0.2275,'FRIEND'S MY BEST EXORTSM,1.1466
547565,0.0356,0.4344,0.4961,0.063,[detect] The Night House,1.6011
25769,0.1057,0.0835,0.8382,0.0981,CARRIERS,0.8139
502416,0.2344,0.6937,0.5225,0.2735,A,0.9474
8769,0.0151,0.335,0.9786,0.1955,CHRISTC CHRISTINC,0.4687
530385,0.1525,0.1771,0.6891,0.1059,MIDSOMMAR,0.64
526051,0.0882,0.7697,0.8178,0.1059,LooK AWAY,0.5357
758724,0.0677,0.0621,0.8704,0.1721,CELLAR,1.5516
288158,0.0063,0.8554,0.9932,0.1446,WOMANI BLACK ANGEL OF DEATH,1.149
839436,0.0648,0.0341,0.888,0.274,DRAGON FURY,1.5639
150202,0.0297,0.0777,0.9318,0.2189,HAUNTING IN CONNECTICUT 2 GhOSTS OF GEORGIA,1.2583
747,0.1993,0.6488,0.6073,0.2794,SHAVM opiie DEND,0.6016
4488,0.0268,0.0465,0.9347,0.1721,TRIDAY TE 31,0.7867
8398,0.3513,0.3623,0.6306,0.1819,THE HITCHER,0.372
9542,0.2256,0.7872,0.6482,0.1799,KtHER,0.5695
26466,0.1262,0.4086,0.8148,0.3953,TRIANGLE,2.1075
9913,0.2549,0.6859,0.4698,0.1546,SKELETON SKELETON KEY,0.4797
9678,0.0268,0.0699,0.9289,0.1644,ZITTLE NICKY,1.8002
214,0.0209,0.105,0.9581,0.3203,SALI,0.98
10242,0.1145,0.1615,0.7827,0.1644,"""WHAT EVER HAPPENEDTo BABY JANE?",1.6072
10665,0.0,0.7716,1.0,0.1644,the strangets,2.3786
801071,0.0385,0.7346,0.926,0.1955,JACK BOX2 AWAKENING,0.5571
329010,0.0326,0.0046,0.9406,0.1731,EMELIE,1.7754
391262,0.2227,0.0426,0.5663,0.0864,C U R V E C U R V E,0.2869
10973,0.0126,0.1537,0.9079,0.3413,CREATURE 'LAGoon BLAck t,1.2974
41439,0.2578,0.719,0.4903,0.1527,SAll3D,0.5174
14001,0.0648,0.7853,0.8996,0.2147,[detect] Dead Silence,4.6803
430231,0.2549,0.5806,0.5195,0.0708,[detect] The Endless,3.2768
48171,0.2929,0.7686,0.4201,0.1426,[detect] The Rite,1.6472
146301,0.0385,0.7287,0.9113,0.1254,PARANORMALSAcTIVITY GHOST DIMENSION,0.7251
11237,0.0356,0.6703,0.9552,0.1488,ANACONDAS THE HUNTFOR THE BLOOD ORCHID,1.7577
23963,0.0,0.0,1.0,0.1796,POWTYPOOL,1.8559
157547,0.0999,0.8165,0.8149,0.0942,0 C U L U S,0.3586
2082,0.1145,0.0231,0.7651,0.1176,HALLOWEEN,1.0847
9426,0.1525,0.0484,0.6891,0.2384,[detect] The Fly,2.6201
14863,0.0,0.0543,0.7422,0.1799,ANACON? AACONR 0 FFSPRING,0.7047
839440,0.0619,0.0387,0.8996,0.1293,diNoSAWR,0.4468
9276,0.0473,0.643,0.885,0.176,[detect] The Faculty,6.2619
333674,0.1876,0.7911,0.6306,0.0825,[detect] Intruders,7.954
760104,0.3367,0.7404,0.3265,0.2228,X,0.4911
21407,0.0794,0.8379,0.8412,0.1215,COLLECTCR,0.8649
11186,0.0648,0.1322,0.8558,0.1488,CHILDS PLAY,1.0995
452507,0.1525,0.7677,0.7213,0.2053,1922,1.4075
496704,0.0911,0.0426,0.8324,0.1605,tremORS A cOld DAY In HeLL,0.6107
669671,0.1905,0.3857,0.6365,0.1332,[detect] Night Teeth,0.9778
16871,0.0,0.0634,1.0,0.1942,DRAG ME HELL TO,1.9251
353345,0.0239,0.0133,0.9435,0.1955,EXORCISM OF MOLLY HARTT Fv,2.0639
44040,0.0999,0.8496,0.8032,0.1273,D E V | L,0.6726
8408,0.0414,0.1849,0.8763,0.2521,"then DEAD"" ""DAWN ot the and now the darkest day of horror the world has ever kno",1.6067
292280,0.0589,0.0699,0.8763,0.141,BYE BYEMAN,1.4464
277685,0.0034,0.7131,0.9966,0.0864,U N F R | E N D E D,0.5709
119698,0.3221,0.1128,0.6745,0.2306,BINOSADR PROJECT,0.8557
424121,0.0,0.448,0.7773,0.1176,[detect] Apostle,1.8961
2654,0.0,0.0055,1.0,0.102,IN THE MouTH OF MADNESS,1.4471
3021,0.2461,0.0621,0.5049,0.1741,1408,0.7952
503736,0.0794,0.8379,0.847,0.1176,ARMY# DEAD,0.7574
17692,0.0414,0.0133,0.9289,0.1955,JAWS3,1.7466
24150,0.0385,0.0816,0.9289,0.1332,HALLOWEENT,0.9997
25983,0.0385,0.027,0.9055,0.2267,[detect] The House of the Devil,4.9267
1933,0.2081,0.6157,0.7919,0.1916,JTHERS,0.589
723072,0.135,0.4149,0.7359,0.2969,HOST,0.5355
9406,0.2081,0.0738,0.7125,0.1916,AMERICAN TEREWOLF PARIS,0.8853
11415,0.1057,0.5942,0.8763,0.2033,HOUSE,0.9621
10320,0.1087,0.0582,0.3909,0.2306,ring tw,0.369
524251,0.4215,0.7853,0.5722,0.1527,ISEE YOU,0.9507
717728,0.1291,0.7658,0.7418,0.1585,JEEpeRs CrEEQErs REBORN,0.8612
65055,0.3777,0.7248,0.6189,0.1449,[detect] Shark Night 3D,3.6978
18392,0.0,0.0289,1.0,0.102,EMBRACE # VAMPTRE,0.948
10906,0.0,0.0133,1.0,0.332,Pet S'MATARY,1.4209
755566,0.1847,0.6547,0.6219,0.1663,ShifT,0.5575
431075,0.0414,0.0543,0.9143,0.0942,P 0 L A R 0 | D,0.4876
63700,0.0034,0.6625,0.9966,0.2579,MY BABYSITTERS A vamprre,2.031
794,0.0092,0.7443,0.9908,0.1916,OMEN THE,1.3273
40012,0.1087,0.3077,0.771,0.1644,RAISING JEFFREY DAHHMR,0.7302
28739,0.0151,0.0523,0.9581,0.2306,CABIN FEVER 2 SPRING FEVER,1.9697
306947,0.1876,0.3974,0.6248,0.0747,[detect] The Invitation,2.0243
11442,0.0882,0.0465,0.809,0.1059,HALLOWEEN,0.9701
523931,0.0,0.0172,1.0,0.1994,MECALODOH,1.8925
542224,0.0677,0.8145,0.8616,0.0708,G R ETEL & H ^N S E L,0.3686
11249,0.0268,0.5007,0.7271,0.1449,[detect] Seed of Chucky,1.172
444149,0.018,0.8301,0.9611,0.1699,HELLRNSER 10 hfllrntScR 10,1.7829
34004,0.0005,0.0913,0.4435,0.1449,[detect] Children of the Living Dead,1.7963
927341,0.0443,0.6859,0.923,0.1916,HONTNG AVA BRAVO,0.7919
882598,0.1788,0.6391,0.6453,0.1877,SMILF,0.9666
520023,0.0502,0.7848,0.3558,0.1857,BODIES BODIES BODIES,0.8735
215,0.1437,0.6937,0.7184,0.2696,SAII,1.3622
95993,0.0,0.7249,1.0,0.2636,DEMONLAYER,3.9109
1017335,0.2812,0.68,0.4435,0.2189,PROJECT PROJECT LECION LECIOH,0.4082
913290,0.0209,0.7092,0.6599,0.1332,BARBARIAN,0.935
505058,0.0473,0.6956,0.9172,0.141,DarK WEB,0.7118
83899,0.1233,0.1167,0.7944,0.2501,lRE (RE,0.7385
664168,0.0882,0.8554,0.8295,0.1446,ZO5BITES,0.4899
259072,0.056,0.0855,0.6599,0.2618,WRONG TURN LAST RESORT,0.8021
564082,0.0209,0.0,0.9698,0.32,30 MILES NOWHERE,1.6547
298312,0.1905,0.6001,0.7593,0.1098,V I S I T,0.2923
72331,0.1613,0.8015,0.695,0.1113,ABRAHAM LINCOLN VAMPIRE HUNTER,0.5781
756999,0.0268,0.8145,0.9523,0.1332,BLACK PHONE,1.5588
470229,0.1116,0.6761,0.7418,0.2891,[detect-band] Summer of 84,1.7544
287903,0.173,0.8262,0.6862,0.1566,KRAMPVG,0.7084
280092,0.1262,0.8067,0.7359,0.1682,INSIDIQUS 3 CHAPTER,1.3393
19994,0.0297,0.8438,0.9406,0.0942,JENNIFER $ BODY,0.7595
485415,0.0297,0.7092,0.9435,0.1527,DAWY9F)DB.id DAYAEDB.ID,0.4837
879497,0.287,0.6583,0.4611,0.1026,[detect] Smile,3.3684
343674,0.4654,0.0874,0.502,0.1741,GERALD'S GAME,0.4741
13510,0.0531,0.8399,0.7535,0.141,LAKE,0.8996
9730,0.0589,0.0231,0.885,0.1994,tRIDAY THE13* THE FINAL CHAPTER,0.8173
585216,0.1554,0.7833,0.695,0.1721,ESCAPE ROOM TOURNAMENT @F CHAMPIONS,0.7233
354251,0.0356,0.8282,0.9318,0.141,SOUTHBOUND,1.7662
403119,0.3835,0.0172,0.5897,0.3437,47 METERS DOWN,0.601
518158,0.1145,0.0543,0.8236,0.1215,EPRECHAUN,1.1252
18011,0.0209,0.1576,0.8763,0.2365,"Leppechatma eppechaun,",1.3473
573680,0.0268,0.4052,0.9464,0.1176,BANISHING BANISHING,0.3231
420634,0.0122,0.7814,0.9815,0.1449,TERRIFIER,1.5362
9682,0.3016,0.7833,0.4026,0.1293,PULSE,0.4667
768447,0.0736,0.8379,0.8353,0.0825,[detect] Motherly,14.4218
49730,0.2227,0.7112,0.6189,0.2306,RED RIDING HOOD,0.5627
8078,0.0882,0.1089,0.8295,0.1507,A LIEN R. E $ U R R E € T 1 0 N,0.498
9645,0.0502,0.873,0.8938,0.1215,GHOST SHIP,1.2752
777620,0.3309,0.5143,0.6691,0.2267,CAGED,0.4954
517764,0.1876,0.0562,0.6248,0.2969,THE FARM,1.341
11481,0.4186,0.4636,0.5312,0.0864,[detect] Repulsion,1.1605
254474,0.1233,0.7346,0.7447,0.1488,ZOMBEAVEPG,0.6225
300665,0.0092,0.4597,0.9903,0.1468,LEATHERFACE,0.4697
760741,0.2695,0.7034,0.4669,0.1449,[detect] Beast,2.0106
738542,0.1145,0.1322,0.771,0.1488,HAUNTING OF MARGAM CASTLE,0.9935
199534,0.0882,0.5397,0.8002,0.1449,CreEK,0.4205
40041,0.0,0.109,1.0,0.2927,STRANGE BEHAVIOR,3.938
805,0.2812,0.8399,0.4377,0.141,Roselberys Rosemarys,0.3482
7978,0.0589,0.7619,0.9347,0.141,WOLFMAN,1.1561
762504,0.2139,0.8145,0.5897,0.1293,NOPE,0.6594
250574,0.2022,0.0601,0.6453,0.1897,[detect-band] Creep,1.5132
316154,0.2168,0.7209,0.5897,0.2791,IHE BAD BATCH,0.7879
270771,0.0239,0.7155,0.9523,0.1879,LAST SURVIVORS,1.2628
112454,0.0268,0.8028,0.9464,0.1682,CLOWN,1.4708
11460,0.0443,0.0679,0.9172,0.1741,ReDFY6,0.4527
516632,-1.0,-1.0,-1.0,-1.0,,0.0
11815,0.4508,0.1225,0.5225,0.1702,[detect] The Fly,2.1228
836225,0.2607,0.105,0.4786,0.1546,EXORCISM EXORCISM GOD GOD,0.3974
753453,0.0531,0.797,0.888,0.1566,U/H/S/94,0.7782
332689,0.056,0.5757,0.8763,0.1951,[detect] Playing with Dolls,3.0663
760161,0.1204,0.0231,0.7651,0.2326,OrpHAN First KilL,0.8909
6171,0.0502,0.6352,0.9084,0.102,DREAMCATCHER,0.665
9431,0.0531,0.6995,0.8938,0.1566,[detect] Bordello of Blood,7.3326
40466,0.1174,0.7736,0.8002,0.1916,CROCODILE,2.0306
25853,0.0882,0.7619,0.8324,0.1819,DAHMER,1.2894
9980,0.2812,0.7502,0.4611,0.1488,[detect] Maximum Overdrive,1.8947
133805,0.094,0.064,0.8236,0.1566,CARRIE,1.2099
10131,0.26,0.6341,0.4799,0.2083,Michaaret O5] Wsaeet TE DREAM MASTER,0.5738
3600,0.0823,0.68,0.6073,0.2228,Otille KNOIVER WHAEXGT YOU,1.1395
13788,0.1145,0.7443,0.7681,0.1293,UNBORN,0.9766
19898,-1.0,-1.0,-1.0,-1.0,,0.0
4234,0.0443,0.8301,0.923,0.1332,SCREAM3,1.3649
11531,0.0706,0.8126,0.4786,0.063,[detect] Book of Shadows: Blair Witch 2,6.5789
10225,0.0092,0.7482,0.9815,0.2267,TRIDAY TE FTRIDAY THE 431# PiRLVI; JISONLNES < PART VI: JISON LNVES,0.9896
1946,0.135,0.7073,0.7505,0.1819,eXisienz,1.1771
1024535,0.0502,0.5416,0.8996,0.0747,[detect] Matriarch,3.8684
282035,0.1291,0.4948,0.7681,0.1332,[detect] The Mummy,1.4568
84348,0.0794,0.7209,0.8704,0.2267,VHIS,1.3565
570670,0.4712,0.1946,0.5288,0.2228,THE INVSLBLE Man,0.6222
11133,0.094,0.103,0.8119,0.102,POLTERGEIST II,0.5688
335796,0.0999,0.0075,0.8119,0.2306,OUIJA ORIGIN OF EVIL,1.79
608195,0.0999,0.3954,0.8032,0.2462,GHOSTS GHOSTS WAR WAR,0.3011
412546,0.0531,0.0406,0.9143,0.1799,ANTRUM,1.8051
11587,0.0385,0.0738,0.923,0.1215,THEEXORCIST III,1.6986
134597,0.2344,0.758,0.5371,0.1449,COLLEJfion,0.4469
10285,0.0092,0.7482,0.9757,0.2189,FRIDAY THE .31 TE ANAL FRIDAY,1.0029
126172,0.0239,0.0761,0.9611,0.1838,[EPRECHAUN,1.6169
9064,0.0443,0.834,0.8996,0.166,heLLRAISER 2,0.6819
529149,0.0823,0.448,0.8499,0.1663,DARLIN' DARLIN',0.3725
384521,0.0,0.5475,0.8212,0.1721,CLOVERFIELD PARADOX,0.5751
34480,0.0356,0.704,0.7301,0.1759,DESCENT PART 2,1.1506
1547,0.0,0.1908,1.0,0.3904,Loshboya LOSzB 8oysi,1.2414
9348,0.0,0.8243,0.9966,0.1566,S | € ( | ( $,0.6175
161326,0.3572,0.9139,0.5254,0.0861,Extra Small,0.2935
18405,0.1233,0.0952,0.7768,0.2774,THELAST HOUSE ONTHELEFT,0.8826
34081,0.0589,0.0,0.9084,0.3278,TED BUNDY,2.2661
10014,0.1905,0.8126,0.6365,0.1468,AMichlmare ON ELM STREET 2,0.3522
287424,0.094,0.7541,0.7944,0.1488,MAGGIE,1.0761
760195,0.0385,0.7833,0.9172,0.1215,S E PaRati0 N,0.7462
489064,0.1087,0.0153,0.888,0.295,[detect] 3 from Hell,3.5382
258193,0.0677,0.8028,0.8587,0.0825,ALIEN ALIEN ABDUCTION ABDUCTIOn,0.2945
25748,0.097,0.7599,0.8207,0.1955,CHILDREN CORN,0.9445
10012,0.2256,0.8067,0.7505,0.141,CURSED,0.8699
11252,0.249,0.8223,0.4903,0.1644,[detect] Psycho,1.9263
348,0.6467,0.0933,0.3061,0.0708,[detect-band] Alien,0.6652
580,0.4157,0.0485,0.5517,0.2428,WS,0.9866
591274,0.2081,0.7268,0.5692,0.2209,FTAR SRI FEAR SRREEI F19780 F19762,0.3272
420707,0.0297,0.2492,0.9289,0.1527,OPEN WATER  C A G E D | V E,0.7107
59115,0.0,0.0016,1.0,0.1449,QUARANTINE,1.9639
763149,0.0677,0.7287,0.5312,0.0825,AFTERMATH,0.4597
10552,0.0,0.0894,0.4703,0.3437,Cats Eye,0.6988
280002,0.4478,0.7521,0.4991,0.1,[detect] The Remaining,3.6961
340601,0.0122,0.4812,0.9757,0.0981,[detect] Delirium,3.5457
291167,0.0092,0.0114,0.9815,0.0825,CRYSTAL SXULLS,0.722
10127,0.0209,0.756,0.964,0.1332,CRITTCRs 2,1.131
509635,0.2022,0.5533,0.6189,0.0864,[detect] Alone,1.612
998340,0.0619,0.6664,0.9055,0.2579,[detect] Smile,4.2698
10206,0.0589,0.6059,0.8587,0.293,BUFFV @VAMPIRE Slayer,0.7166
79316,0.0239,0.8438,0.9494,0.1562,DEVILS DUE,2.0413
528091,0.184,0.6355,0.6261,0.3118,TURE,0.484
41446,0.0443,0.8301,0.923,0.1332,SCREAM4,1.2038
238636,0.2081,0.0523,0.5751,0.2092,PURGE ANARCHY,0.8359
474764,0.2315,0.1206,0.5429,0.0864,[detect] The Lodge,5.4064
346364,-1.0,-1.0,-1.0,-1.0,,0.0
124470,0.2022,0.7697,0.5897,0.1059,EXISTS,0.5747
9042,0.0706,0.0348,0.8704,0.2404,THE CAVE,1.5261
528985,0.0151,0.7833,0.9815,0.1176,ASSTMILATE,1.0348
659986,0.2519,0.0718,0.6599,0.141,OWNERS,0.9241
36685,0.0,0.0894,1.0,0.295,[detect] The Rocky Horror Picture Show,4.6373
10577,0.1174,0.7385,0.7681,0.1176,D RA C U L A,0.7121
13207,0.1408,0.7814,0.7359,0.0981,FRIDAY THE13*4,0.4574
13515,0.0765,0.0952,0.8587,0.1449,MIRFORS,0.9605
442249,0.0531,0.105,0.9113,0.2287,The FIRST PURGE,1.4756
57876,0.0794,0.756,0.8119,0.1215,A R E A 5 1,0.3649
326,0.0151,0.3182,0.9847,0.2556,SNAKES SVAKES DMAPLANE PLANE,0.3296
12142,0.2578,0.7853,0.464,0.1877,ALONE DARK,0.3989
22804,0.1525,0.7385,0.692,0.2209,SAIVI,1.1192
13009,0.0502,0.0387,0.8938,0.141,Z@MBEE S PPPERS,0.7141
11284,0.3761,0.4529,0.5607,0.2014,[detect] Freddy's Dead: The Final Nightmare,0.4585
17609,0.0,0.2862,1.0,0.2969,[detect] Antichrist,1.3006
139038,0.0765,0.6527,0.8587,0.176,AHAULIUED HOUSE,0.4759
996727,0.0326,0.0996,0.9289,0.1754,THEPRICE WE PAY,2.0937
473165,0.0648,0.0523,0.8996,0.1098,DEAD ACAII@TOMBSTOHE,1.0523
628,0.0034,0.3428,0.4786,0.1682,INTERVIEW WITH THE VAMPIRE,0.3645
610394,0.0,0.5358,1.0,0.1975,THE HAUNTING OF LA LLORONA,0.598
429417,0.0736,0.7794,0.8529,0.1682,GhOst STORIES ,1.0835
793002,0.0,0.027,1.0,0.176,DPEAMCATCHER,1.6932
409582,0.056,0.5553,0.9084,0.2092,GVARDIANS tomb,0.5857
10585,0.0151,0.0816,0.5985,0.2677,CHILDS PLAY,0.7534
24001,0.4917,0.1868,0.4874,0.178,HlLzs RED,0.694
132137,0.0122,0.5903,0.9878,0.178,WEREWOLF THE BEAST AMONG Us,0.8369
36599,0.2578,0.7833,0.5137,0.2167,[detect-band] Prom Night,1.1842
16235,0.2782,0.7779,0.4903,0.1174,AMITYVILLE I: THE POSSESSION,0.41
565028,0.2899,0.7092,0.4318,0.1293,CAN)YMAN,0.3924
5237,0.0,0.5124,1.0,0.2131,DUST DEVIL,0.8551
49017,0.0326,0.0484,0.9552,0.1488,D RA C U L A U NTOL D,1.2181
9616,0.2198,0.6937,0.6365,0.1254,THE ORDER,0.6978
50719,0.0589,0.0406,0.8675,0.2891,SileNT NIGHT 2 PART,2.9081
787752,-1.0,-1.0,-1.0,-1.0,,0.0
78383,-1.0,-1.0,-1.0,-1.0,,0.0
295011,0.404,0.5143,0.4435,0.1975,PATIENT ZER,0.4653
9792,0.328,0.0738,0.6453,0.3339,THE HiiLS HAVE EYES,2.6337
12590,0.0239,0.0991,0.5312,0.1488,[detect] Below,2.5789
9529,0.2461,0.7989,0.5195,0.1293,CANDYMAN,0.5801
663712,0.0443,0.9042,0.888,0.0958,TeRRIFIER 2,0.6436
244566,0.0122,0.0289,0.9844,0.1585,LIFFBBETH ,0.4841
864873,0.2198,0.2375,0.5722,0.0825,[detect] Hypnotic,6.4569
8869,-1.0,-1.0,-1.0,-1.0,,0.0
22894,0.0122,0.6196,0.9786,0.1682,LEGION,0.7693
477462,0.2198,0.7268,0.5692,0.1702,TML TWIN,0.6358
10576,0.0034,0.066,0.9932,0.2618,PEYCHOH,0.8327
10160,0.2578,0.7133,0.5633,0.209,Niahlmare IStrEET5 ON ELM E dreamChLd ,0.8639
406052,0.0853,0.0679,0.8353,0.1864,RL. STINE'$ MOSTLY GHOSTLY Night IN DoOM ONE HOUSE,1.5523
8913,0.0239,0.8593,0.9406,0.1098,PET SEMATARY,0.8419
12122,0.0882,0.6878,0.8324,0.0883,VILLAGE OF THE DAMNED,0.867
397243,0.1964,0.7521,0.6306,0.2111,THE A UTO P S y 0 F JanE D 0 E,1.4092
282813,0.2256,0.8301,0.385,0.0825,[detect] The Pyramid,2.7142
774021,0.0619,0.027,0.888,0.1644,D E M @ N4C,0.4634
401561,0.2929,0.0991,0.4669,0.2501,MOM And,0.7859
41402,0.5151,0.7424,0.4849,0.102,LET ME IN,0.3919
11377,0.1935,0.7073,0.7096,0.2599,HOuSEon HAuhTEDNVLL,0.9137
10066,0.0385,0.834,0.9289,0.1215,HOUSE OF WAX,1.0941
1577,0.0063,0.0064,0.9937,0.1838,ReSIDENT €VIL: Aocalypse,2.0492
591273,0.2081,0.7346,0.578,0.217,'FEAR SRRHT F1994,0.7495
44037,0.4332,0.0543,0.5575,0.2131,LAKE PLACI,0.942
649524,0.1584,0.6878,0.6599,0.1819,BEHJND TkE,0.6393
411805,0.0,0.2543,1.0,0.2838,DEAD WALKINOE,1.2296
652004,0.1701,0.7463,0.6891,0.1877,Jgjoeow @le Snol,0.511
9003,0.1028,0.8379,0.7915,0.1621,HELLRAISER,1.4078
480105,0.1408,0.3077,0.7271,0.2345,[detect] 47 Meters Down: Uncaged,0.6728
6069,0.0,0.0952,1.0,0.1897,WHicHES: oFASTWICK,1.2696
340103,0.1759,0.8106,0.6716,0.1644,THE MONSTER,1.1228
417384,0.0005,0.0523,0.9995,0.1527,SCARY STORIES DA R K TELL IN T0 TH E,1.8394
368182,0.0,0.0933,1.0,0.1293,COMPITTSION,0.8089
1024530,0.1233,0.7198,0.7593,0.2567,hulu G R |M € U TTy F E E D hulu ORIGINAL FILM PREMIERES OCT 10,2.2876
346672,0.0268,0.8262,0.9435,0.1527,UNDERWORLD B L 0 0 D WA RS,1.7102
