id,title,year
27853,The Monster Man,2001
36659,Septem,2006
38836,The Garbage Man,2009
53907,Revelation,2009
55364,Survivant(s),2009
56673,Unborn Sins,2007
63138,Blood On My Name,2011
73199,Atrocity Circle,2005
98230,Collinsville,2003
101152,Whodunit?,1986
102122,"Time's Up, Eve",2010
107738,Possum Walk,2010
108859,See the Dead,2008
124040,Gimme Skelter,2007
128838,Santeria: The Soul Possessed,2012
148153,The Screaming,2000
150928,The Lights,2009
161499,The Experiment: Who's Watching You?,2012
179363,Not Even Death,2009
192441,The Devil's Gravestone,2010
196426,Blood Soaked,2013
203012,The Farm,2012
211865,The Hunt,2013
218776,Tofu the Vegan Zombie in Zombie Dearest,2007
226783,Dead Island: No Retreat,2013
231994,The Mistake,2012
238544,Ella,2013
245961,Early Grave,2013
255645,Demagogue,1998
257987,Mole,2001
258851,Blood Cousins,2012
259675,Belly of the Wolf,2013
262079,Bleeding Through,2012
265905,Molly Crows,2013
270404,The Lost Generation,2013
277232,Witch,2013
279755,Amhurst,2008
280774,Last Remaining Light,2010
285251,The Eye of Menw,2008
291643,The Stone: No Soul Unturned,2010
297878,Kismet,2014
306639,Woods,2014
308269,"Gore, Quebec",2014
309589,Point of Contact,2006
311876,Us Sinners,2007
316419,The Other Side,2012
327095,Dark Tarot,2014
348173,The Bizarre Case of the Electric Cord Strangler,1999
351744,Camera Phone 2,2016
351796,Desolation Wilderness,2011
352174,The Fall of Night,2007
352594,The Testimony of Randolph Carter,1988
365610,Slaughter Me Naked,2015
365836,I Am Candy,2015
367747,Hell at Heathridge,2013
375332,Death From Beyond 2,2008
382243,The Meat Puppet,2015
384825,Carolina Parakeet,2014
385075,The Mark of Dracula,1997
389163,Peekers,2008
391809,Scarlet Moon,2006
393549,TheCampusHouse.com,2002
395435,Grace's Room,2016
396979,Meat Pie Massacre,2015
400877,Viewfinder,2016
407279,Carnies,2010
415589,Jack the Ripper,1958
416930,Ice Scream,1997
417098,Death by Love,1991
417690,A Four Course Meal,2006
429452,Feed A,2012
440898,Butterfly Dust,2014
444682,Witchunter,2002
444687,Peepers,1999
444898,Strangled,1996
468609,No Tomorrow,2002
580367,Faces of Schlock Vol. 2,2005
659794,Creep,2008
744979,Truth or Dare,2013
818823,Night of Anubis,2005
823034,Schizophrenic,2002
1131320,1:30 AM,2023
1203509,Terror of the Soul,2024
1327876,Never Have I Ever,2024
1377925,Red Riding Hood,2023
16824,Blank,2003
27541,Red Lips: Eat the Living,2005
27789,Splatter Movie,2008
28076,The Vampire Hunters Club,2001
28562,Denizen,2010
29945,Zombie Jamboree ‘93,1993
30362,Dog,2009
55076,"So, You've Downloaded a Demon",2007
55683,Palo Pinto Gold,2009
56995,2012: An Awakening,2009
64932,Blood Fare,2012
77050,Theodore,2009
82996,No Trespassing 2: No Exit,2004
92317,Vampire Dentist,2006
96029,Demons Rising,2011
98234,Killer Me,2001
99341,Legend Of The Seven Bloody Torturers,2008
120764,Mommy's Little Monster,2012
127683,Tooth Fairy,2001
135446,Plastic,2010
135475,Vicki,2012
137902,Darkwood Manor,2011
139668,Attitude for Destruction,2008
140851,RINGO or: The Story of a Couple Who Tried to Revitalize Their Relationship But Instead Ruined a Child,2012
157418,Haunted Ship,2015
168854,Birth Of Separation,2010
169845,Recycled Parts,2007
187100,Finders Keepers: The Root of All Evil,2013
189274,Room for Rent,2011
195053,Punishment,2013
200213,Killing Me,2012
210634,Chill Factor: House Call,2004
211400,Zombie Bankers,2010
211618,Fractured Minds,2011
213811,The Crate,2007
217130,The Gilgo Beach Murders,2013
217345,The Locker,2009
224511,Dark Realm,2013
224758,Mister White,2013
226988,Tombstone Brides,2009
226994,Andre,2010
227281,Just the Vampire Hunter,2012
227857,I Was a Teenage Mummy,1962
228316,Lancaster Square,2010
229856,The Haunting at Danford Cabin,2012
230997,Do Not Disturb,2010
238695,The Dark Dealer,1995
248481,869,2011
252567,Community Service the Movie,2012
253237,Melon Head,2013
259672,Out of Focus,2012
271499,Visions of Horror,2007
273560,Dark Tomorrow,2002
274186,"Adios, para siempre",2005
274243,Not Dead Enough,2005
275210,The Violent Kind,2008
277540,Cannibal Flesh Riot,2007
279551,Haunted Trailer,2014
285471,The Face at the Window,1998
286347,Miss Morison's Ghosts,1981
288234,Children of a Darker Dawn,2013
290447,Kiss the Girls Goodbye,1997
293401,Road Hell,2011
293403,Night of Vampyrmania,1993
294238,ARBOR DAZE,2003
295181,The Dirty Sanchez,2013
295387,Stormy Night,2012
299526,Behold the Noose,2014
303129,She,2014
303303,My Boo,2013
317041,Dark Night of the Soul,1998
319988,Double Booked,2015
322058,A Brave King,1976
322149,I Fall Down,2013
325628,Danger Word,2013
327538,Doll Boy,2010
327930,Director's Commentary: Terror Of Frankenstein,2015
330259,Lucid,2015
330489,South of Hell,2005
337355,The Terror Factor,2007
337527,The Diary of Alice Applebe,2012
340172,Katherine,2015
340193,The Horror of The Dolls,2010
340625,Super Hell,2004
340639,Super Hell 2,2008
344901,Under The Rainbow,2015
348156,The Bad Samaritan Must Die!,2012
352355,House of Black Wings,2010
354120,The Last Battleground,2010
354136,Night of the Chupacabra,2005
354137,Benefit for the Living Dead,2005
355511,Yellow,2006
361943,Pumpkin Man,1998
364138,Terry and Brenda,2015
365249,Eye of the Paranoid,2006
366095,Grammy,2015
366355,Dark Hearts,2014
368971,Iris,2015
369798,Monster,2012
370208,Heaven and Hell,2010
377165,Expressway to Your Skull,2014
379597,Scorned,2010
382723,Summit,2015
387729,Less Than a Whisper,2015
397144,Addict,2013
397558,One Last Sunset,2010
400019,Gore Orphanage,2015
402189,Hounds of Zaroff,2016
404837,Stagger,2010
415869,Demented,1994
415909,Virginia Obscura,2014
415952,Demonica,2014
416732,The Shelter,2005
419122,The Death Chair,2014
420796,REBU,2016
425312,The Last Piece Standing,2015
428602,Creep: An Homage to Classic Horror,2015
429201,The Outfit,2015
430589,Superstar Female Serial Killer,2000
430597,Fashion Murder Groove,2005
437097,The Slasher,1958
440096,Visits: Hungry Ghost Anthology,2004
443364,Heads or Tails,2005
444901,Strangled 2,1996
444909,Strangled 5: The Hypnotic Murders,1998
444921,Open House,2014
445318,Loonies,2014
611446,The Taken,2012
656981,An Imperfect Solution: A Tale of the Re-Animator,2003
707474,Boolala,2019
745040,The Flaming Brain,2003
764673,Afraid of the Night,2016
793836,Lost Soul,2009
878671,"Ghost Hunters, Inc. Presents: The Graveyard Shift",2005
886961,Turncoat,2014
891282,The Creep,2001
955768,Deeply Disturbed,1997
972816,Lucifer's Unholy Desire,2012
1075618,The Passage: A Ghost Story,1992
1084228,In the Darkness,2021
1115328,Eddie Loves You,2006
1141690,Alchemy,2005
1150192,*69,2022
1213724,Road Kill,2005
1214057,Survive!,2010
1215832,Glenville: Hell's Homecoming,2005
1236413,Der Hund von Baskerville,1955
12674,Perversion,2010
28563,Salvation,2007
29221,Indiscretions,2009
29223,All Wrapped Up,2007
29900,Women's Studies,2010
37500,Gnaw,2008
38112,Dark Rage,2008
56762,Faceless,2008
68725,Point of Fear,2008
73192,Scarred,2004
85707,Virginia Creepers: The Horror Host Tradition of the Old Dominion,2009
92227,Serial Rabbit 3: Splitting Hares,2009
100472,Mercy,2006
118874,Lenteveld,2009
129878,Blenderstein!,2011
173324,Spirits Of The Fall,2008
186366,Spring Heeled Jack,2008
213799,Up for Rent,2006
216098,Clowns Vs. Ninjas,2009
218314,Beef: You Are What You Eat,2007
219668,The Vampires of Bloody Island,2010
223061,The Missouri Strain,2013
223097,Please Talk with Me,2012
231509,Write of Passage,2011
243704,Rough Cut,2013
251370,Interview with Terror,1987
253108,Pajama Nightmare,2013
255561,Necroland,2020
263597,The Campground,2013
270411,Freshman Psych,2008
272796,Children of the Lake,2008
274877,Hylo,2012
275479,Black Water Creek,2014
279785,Death Do Us Apart,2014
288514,Miyuki,2007
289702,Devotion,2013
290903,Teen Massacre,2004
295430,My Art is Not Dead,2013
296356,Paranormal Adoption,2012
297015,The Tour,2014
298301,The Darkness Within,2009
298979,Lip Stick,2010
299589,Croaker,2014
299737,Innards,2014
300804,Victoria,2011
302689,Red Trail 90,2014
305523,Satan VHS,2009
310592,Alien Zombie Invasion,2011
314257,Duality,2015
320366,Pain Is Beautiful,2015
321813,The Singing Bird Will Come,2015
326069,Witchstalker,2014
333680,The Shells,2015
333981,Creeper,2015
334027,The Chauffeur,2014
334948,Insides,2015
336503,The Woods Within,2014
341191,Amber's Haunt,2015
341734,Nursery Crimes,2011
342676,NOCT,2014
342693,Astraea,2014
343471,The Lycanthrope,2007
346123,Soucouyant,2015
346825,Scumbabies,2010
347593,The Dollhouse,2015
348165,Defiled,2010
352101,The Blood of Love,2015
352105,A Boy's Life,2015
352168,Willful Entrapment,2014
353934,Sahri,2012
353935,The Diabolical,2013
353954,The Message,2012
354722,Born in Prison,2013
359065,Bludgeon,2013
359887,Mutantis,2014
362134,My Johnny,2014
364788,Out of the Mold,2015
364801,Dead Air,2015
365076,Violeta,2014
366092,Tickle,2015
369984,The Instant Messenger,2011
370111,The Slayers: Portrait Of A Dismembered Family,2014
370206,Our Kingdom Come,2007
370207,Sons of Perdition,2007
370787,Rite,2015
372575,"Die, Cheerleader, Die",2008
372582,The Sleeping Soul,2012
373632,Ginger & Snapper,2016
376028,Frances Stein,2015
376509,Vaulted: Films from the Yellow Ape Vault,2014
378470,Endor,2016
379868,Chiral,2015
380434,Perdition,2012
381563,The Devil at Lost Creek,2010
382046,Idol Threats,2014
383768,The Pit: A Study in Horror,2013
384797,Haunting Ian,2014
386226,She,2015
387348,Pony Trouble,2005
387858,A Gift for Amelia,2016
390436,High Heels & Hoodoo,2012
393212,Do Not Disturb!,2014
394859,Chillers 2,2015
395456,KillCam: Live,2012
396039,Dead Is Dead 25,2014
396442,Count,2015
399734,The Samaritans,2015
402008,Riley,2015
402186,Driven,2015
404588,The Cruel Tale of the Medicine Man,2015
405087,Muñeca,2013
405606,Last Halloween,2011
407687,The Next Door Neighbor,2011
413316,Riven,2015
426333,Eyes of the Woods,2009
427007,Otis N' Dwayne,2013
428893,Corridor,2013
429186,Cliff Lake,2011
429518,Prank,2014
429770,The Legend of Cooley Moon,2012
432525,Scattered,2016
434230,Disturbed,2017
438943,Road Kill,2014
439424,The Forest,2005
439448,The Poison,2002
441658,Ghost Forest,2013
442306,The Room at the Top of the Stairs,2010
444908,Up Route,2015
451282,The Romance in the Ghost House,1975
494703,Convention of the Dead,2016
499129,Sudden Reality,2015
543306,The Teeth Beneath,2005
606369,The Devil's Due,2017
642099,Blood City Massacre,2011
689834,The Watchers: The Beginning of Sorrows,2016
693318,Ghoul School,2013
749029,Hidden in the Dark,2025
763975,Mark of the Damned,2006
795508,THE WIFE,2014
850779,Dead Strange Jam,2015
853019,The Games That Children Play,2014
881756,Puff,2021
882418,Misogyny,2012
904449,Sinnerman,2013
919530,Maintenance Man,2015
919542,Uncivilised Servant,2013
920958,Allan,2000
997316,Hadesae: The Final Incident,1992
1002191,Digest,2022
1014375,Corporate Training,2022
1021257,The Lottery,2007
1136280,Leave No Trace,2024
1187250,Night Walks: Edith and The Empty,2023
1372953,New Followers,2024
1388302,Craigslist Santa,2024
1398158,Pages of Vermillion,2024
1455816,Just a Picture,2024
1470971,Sanguinary,2024
1483181,Rye Hard,2023
1483559,Sidewinder Avenue,2025
1500517,Jaknife,2025
1538824,Red Lawn POC,2024
1547520,Amityville Zombies,2025
1548943,Listen,2025
1555478,Fiend,2025
1556261,Night of the Copycats,2023
1568913,If My Candle Burns Blue,2023
1571288,Alignment,2025
1571885,The Canaries,2025
1571952,Sous Vide,2025
1663126,Dress to Kill,2025
29791,The Dark Gift,1995
125651,The Tentacle's Claw,2012
135454,Her Heart Still Beats,2011
147133,Bloodwine,2008
164628,Saturday Nightmares: The Ultimate Horror Expo of All Time!,2010
226438,A Child's Play Story: Chucky's Revenge,2006
239742,The Mud,2013
281549,Bad Reception,2009
281973,The Dark Side of the Sun,1983
300355,Night of the Krampus,2013
305154,Any Minute Now,2013
358550,Sam Hell,2008
363310,S4,2008
384994,Zombie College: The 5 Rules of Lab Safety,2013
391715,The Woman Dress,2012
415484,Amy Goes to College,2011
419758,Spectrauma,2011
569834,Darkness Waits,2009
625537,Zerpes,2013
640772,Hate's Haunted Slay Ride,2010
730406,Bloodshed And Emeralds,1999
922247,Fundamental,2012
960586,Shortcake,2012
1116439,Scream for Me,2003
1214920,The Cosgrove Legend,2012
1302190,Don't Leave the Garage,1982
1309191,The Raven,1970
1318051,The Tell Tale Heart,1989
1330461,Killman,1966
1331089,Resurrection,1982
1372003,Nightmare Halloween Special,1976
1373760,"Devils, Dragons, and Blood-Sucking Bats",2005
1392702,Roe,2010
1435888,Vampire Playmates,2001
1470843,The Criminal,1984
1485104,Sound,1988
1499583,Green Thumb,1974
1516880,Death File,1989
1560072,Go to Hell,1999
1575807,Tales of the Unexpected: A Picture of a Place,1980
1577308,Dead Stop,2011
1656432,Scarlet Rain,2010
1679799,Disciple,2006
1679992,Fallout,2011
1687710,Sessions of the Mind,2008
1712582,Next Door,2010
266644,Dinner with Friends with Brett Gelman and Friends,2014
302020,The Heebie-Jeebies,2014
326097,Kurt Dirt: The Duke of Puke,2015
337220,Snake With a Human Tail,2014
360286,Shadow World: The Haunting of Mysti Delane,2015
371873,The Raven,2014
384821,Big Demon Promise,2015
384852,Schlock Fish,2014
389515,Pareidolia,2015
405563,Lord Bateman,2018
441831,Love Scars,2017
502602,The Skin,2015
572757,Zed,2018
893384,Escape the Night,2020
1071677,Novice,2016
1142547,"Baby, I Love You.",2014
1212878,8ight Limbs,2008
1253375,Haunting the Haunted,2019
1305763,Elizabeth Carter,2021
1383467,Day Six,2015
1391182,Deep Clean,2022
1398867,...And Then Everything Changed,2015
1406356,Home Videos,2017
1412238,Asesina I: Would You Rather,2021
1431862,Silent Hill Internal Prison,2014
1435657,Banshee,2018
1517967,The Graveyard Shift,2014
1530058,Eternal Echo,2027
1533611,The Revenge of La Llorona,2027
1558378,Rock Paper Scissors Death,2026
1611845,Don't Turn Around,2022
1621536,Desolation Heart,2026
1632004,White Orb,2014
1634927,Not Alone,2026
1643300,Friday the 13th: Return to Crystal Lake,2019
1703544,Picture Taker,2026
1703554,Old Maid,2026
1706665,Limbo,2022
1734331,Rowe's Realm of Horror,2026
1736084,UP ON THE HOUSETOP,2025
4439,Goy,2007
11125,La Sceneggiatura,2006
27731,B-Witched,2001
28186,Sleepover Massacre,1989
28947,Brinke's Tales of Horror,2007
29432,Killer Hoo-Ha!,2010
29508,Dead Things,2005
29623,Final Appointment,2003
29708,Vampire Centerfolds,1998
29867,Vampire Femmes,1999
30380,Aconite,2005
30407,Shadows in the City,1991
32508,The Chauffeur,2008
36176,The Passenger,2006
37869,The House of Orphans,2008
38864,My Wife and My Dead Wife,2007
45825,The Voice,2004
47111,The Death of Poe,2006
49599,Climax,2009
55719,Justice Be Damned,2007
61116,Blade of the Vampire,2006
70947,Momok Jangan Panggil Aku,2011
100457,Scathed,1995
101626,End of the Line,2008
101952,Teddy: It's Gonna Be a Bear,2011
102796,Portal,2009
106269,Rise of the Scarecrows,2009
108067,Überfall der Mörderrucksäcke,2006
117561,Urine Trouble,2006
125987,Slaughter Tales,2012
129218,Dead Dreams of Monochrome Men,1989
129976,Sadismo,1967
130626,Al Dente,2007
138269,The Insane,2006
138718,Night of the Punks,2010
138726,Murder Elite,1985
142758,Deadly Renovations,2010
143599,Stump,2011
150588,Yule Die,2010
150765,Slaughter Claus,2011
151382,The House on Dame Street,1999
155319,The Shunned House,2012
159826,Broken Night,2013
167401,Backroad,2012
168253,She's Not Alone!,2012
168382,Mrs. Amworth,1975
176497,Return to Innsmouth,1998
177100,U Mugs,2012
181726,Récompence,2010
188642,Killer Nurse,2008
190225,Stitches,2011
190234,Prey,2011
190248,Death Scenes,2012
195539,Davey Jones' Locker,1900
195606,Faust and Marguerite,1900
199840,Zombie Warrior,2006
208934,Razor's Ring,2008
211286,Eyam,2013
211301,The Last Flesh & Blood Show,2013
212237,Hell in a Handbag,2013
213903,Darkest Soul,1994
214175,Les corbeaux,2009
216141,Doctor Strain the Body Snatcher,1991
216175,The Bloody Video Horror That Made Me Puke on My Aunt Gertrude,1989
216200,The Nutzoids at Cannibal Cove,1989
219816,InSpectres,2013
222861,Terminal Virus,1995
223084,Zombie on the Loose,2010
223085,HogMaul: The Legend of Abrams County,2013
223144,Final Curtain,2005
224650,Boogieman,1989
225298,The Veil,2005
225800,Love,2013
227555,Bloodbath,1999
227903,The Minstrel Killer,2009
228504,Dance Macabre,1986
229790,Echoes,2009
229801,Logan,2013
229894,Beating Hearts,2010
230070,Stereotypes Don't Just Disappear Into Thin Air,2005
231502,"Young, High and Dead",2013
232408,Scarlet Fry's Horrorama,1992
232799,Silly Scaries,2011
233292,Love Foolery Case for a Severed Head,1967
238341,Old Mother Riley's Ghosts,1941
238596,Claws,1982
240194,Lazarus Taxon,2008
241723,Carol Anne Is Dead,2008
250557,Scream: Generations,2012
252122,Tokolosh,2011
253010,Malevolence,2012
254643,Peeping Blog,2011
258115,The Viewer,2009
260739,Agadam,2014
260809,Dare,2013
260814,"Fear, INC",2013
264880,Gorgon Video Magazine Vol. 2,1990
265866,Blood Circus,1985
270287,Night of the Witches,1971
271050,Gallery Of Fear,2012
273174,Balaoo the Demon Baboon,1913
273565,Killer Clown,2010
274272,The Greenman,2011
274636,The Curse of Lizzie Borden 2: Prom Night,2008
276210,Swaha: Life Beyond Superstition,2010
276505,Happy B-Day,2013
279812,You Believe In Ghost,2012
279905,Trick of the Witch,2010
280402,Freaky Night,2012
283783,Serenity Farm,2014
285524,ECHOES,2013
288335,Sacrificing the Few for the Many,2008
290708,Family Property: Backwoods Killing Spree,2009
291542,The Dawn,2006
293517,Howl,2013
294263,Bongo: Killer Clown,2014
295071,Fizz,1999
295353,Victim,2013
295433,Counter Parts,2014
296172,Blood Brothers,2012
296174,Popularity Killer,2011
296573,Dys-,2014
297465,Schizofrantic,1996
298174,The Monitor,2014
298180,Monster Island,2014
298183,Lazy Boyz,2014
298186,Cynthia,2014
298193,Porcelain Rising,2013
298484,Little Matthew,2014
299496,Dracula Bites the Big Apple,1979
300469,A Chance In Hell,2011
300767,H7N3,2014
300972,Human Nature,2004
301199,Bible Belt Slasher: The Holy Terror,2013
302045,The Ogre,2011
303327,Darkling,2014
306634,Insane,2014
306645,Serpent's Lullaby,2014
306648,Uncommon Enemies,2014
306649,O Come All Ye Zombies,2014
308348,"Money, Vampires & Weed",2014
310535,Bloodscent,1995
310807,Grave Matters,2004
313036,Violent Night: The Movie,2012
313533,The Mothertown,2014
313542,The Man and the Snake,1972
313954,When Hell Freezes Over,1926
314422,Beautiful,2014
314958,The Diabolical Dr. Flak,1978
315247,Christmas Spirits,1981
315250,Comedy of Horrors,1981
318381,On the Third Day,1983
319202,Twisted Fates,2012
319365,Talking Skeleton,1961
319641,Mystery and Terror,1970
321473,The Evading,2007
321702,Bride from the Grave,1963
321713,Grudge,1968
322410,The Fear of Ancestral Rites,1984
323610,Jennifer Help Us,2014
323964,Limp,2015
325262,Incall,2014
325460,Do Not Disturb,1991
325609,Lisa's New Nightmares,1996
325612,Lisa's Nightmares 3,1996
325614,Lisa's Nighmares 4,1996
325615,Lisa's Nightmares 5,1996
326194,Terror Of the Blood Demon,2013
327028,Perseveration,2013
327096,Shock Attack,2014
329107,Double Dose of Terror!!,2011
331827,Rouge Fougère,2015
332765,Reptoids Walk Among Us!,2011
333416,Manuer,2014
333420,The White Lie,2006
333422,Eating Razors,2005
334720,Red Love,2014
336081,Cabaret Diabolique,2015
339798,Dracula,1973
341341,In Residence,2015
342687,The Garage,2014
342991,Prognosis,2015
343336,Plot 7,2007
343478,Weedwolf,2011
343773,Corpus Earthling,2012
346964,Screen,2013
348176,International Necktie Strangler,2000
349114,The Grand Horror,2006
351075,Moderngrumble,2012
352166,Catastasis,2015
352172,A Voice from Hell,2011
352816,My Lovely Burnt Brother and His Squashed Brain,1988
354334,Polly,2010
355272,Assignment: Witches Talisman,2013
355487,O Negative,2015
355713,Quiver,2015
356891,37,2013
357611,Showreel,2012
358602,Night of the Chihuahuas,2004
360018,Death Faces,1988
360703,The Taking,2004
361144,Massacre Up North,2001
361495,Jessica's Room,2012
362738,Massage Parlor of Death,2015
363036,Happy Helladays,2011
364194,I Am Legend: Awakening - Story 2: Isolation,2008
364347,The Ties That Bind,2009
365252,Blood Runs Black,2015
366005,Lullaby,2015
366084,Ghosting,2015
366090,Pillow Fright,2015
366123,Reunited,2015
366129,In the Dark,2015
366719,Unnatural History,2014
368347,Nocturne,1998
370133,Deimosimine,2016
371440,Delirium,2015
371886,Wake Me When I Leave,2015
372052,"3 Guys, A Girl, and A Demon",2014
372577,Midsummer Nightmares II: Summer's End,2014
374706,Season's Greetings,2015
377603,The Horror Seasons,2005
379096,Don't Scream,2015
379865,Never Tear Us Apart,2016
381702,The Woods,2016
381782,Summer of the Zombies,2011
382049,House on Nightmare Lane,2014
382050,The Underpass,2015
382858,The Baker,2013
383648,Spook,1988
384830,Crocodile,2015
385033,Mindless,2016
385038,KEEN-wah,2015
386878,Behind Closed Doors,2009
387034,Nasty Nancy,2010
387039,Succubus,2016
387468,Boxgirl,2014
389735,Die! Sitter! Die! : Rupert,2016
390576,Colonel Kill Motherfuckers,2008
391218,Murder for Pleasure,2014
393210,Knockers,2016
393318,The Babysitter Murders,2015
